Date ,Loc,Time,Net,Band size,Band ID,Species,Sex/method,Sexing method,Age,Method.Age.,wing,weight,bill,Recap?,Photo #,Molt,Notes
08/07/2014,SUP,05:30,,0,00-014,Isleria guttata,Male,,,,,,,,no photo,,released
08/07/2014,SUP,05:30,,0,00-013,Mionectes oleagineus,,,,,,11,,,no photo,"wing moult right: p5=0.9, s2=0.3",Escaped
08/07/2014,SUP,06:30,,1B,1B-009,Willisornis poecilinotus,Female,Plumage,Adult,,64,18,16,,7883-89,no molt,
08/07/2014,SUP,06:30,,0,00-007,Isleria guttata,Female,Plumage,Adult,,51,13,13,,7879-82,no molt,
08/07/2014,SUP,06:30,,0,00-008,Isleria guttata,Female,Plumage,Adult,,46,11,14,,7869-73,no molt,
08/07/2014,SUP,06:30,,0,00-006,Isleria guttata,Male,Plumage,Adult,,51,10,13,,7862-68,no molt,
08/07/2014,SUP,06:30,,1B,1B-010,Schiffornis turdina,,,Adult,,85,32,13,,7874-78,no molt,
08/07/2014,SUP,07:30,,1B,1B-012,Gymnopithys rufigula,Male,Plumage,Adult,,78,26,17,,7912-17,"wing both: P10, 0.9, L: R2, 0.9",
08/07/2014,SUP,07:30,,1B,1B-014,Gymnopithys rufigula,Female,Plumage,Adult,,76,27,12,,7918-21,"wing: L:P5,0.8,P1,0.1 R:P5,0.8,S1,0.7; tail: R2, 0.8, R3, 0.8",
08/07/2014,SUP,07:30,,1B,1B--013,Willisornis poecilinotus,Male,Plumage,Adult,,66,18,15,,7907-11,"tail: R2, 0.3, light molt",
08/07/2014,SUP,07:30,,0A,0A-009,Dixiphia pipra,Male,Plumage,Adult,,66,12,9,,7904-06,"wing: P10,0.9",
08/07/2014,SUP,07:30,,1,01-003,Glyphorhynchus spirurus,,,Adult,,75,15,11,,7900-03,"wing both: P7,0.4 R: S2, 0.3, tail molt",
08/07/2014,SUP,07:30,,1B,1B-011,Cyanocompsa cyanoides,Male,Plumage,Adult,,81,29,15,,7890-95,"wing molt P5,0.6, S1, 0.5, right heavy body molt",
08/07/2014,SUP,07:30,,0,00-009,Glyphorhynchus spirurus,,,Adult,,73,16,12,,7896-99,"tail:L:R2-5,0.3 R:R3,5,0.2. wing:L:P10,0.8,P9,0.6, S4, 0.7  R: P10, 0.8, S6, 0.7",
08/07/2014,SUP,08:30,,0A,0A-010,Myrmotherula axillaris,Male,,Sub-adult,,55,8,10,,7929-31,No moult,
08/07/2014,SUP,08:30,,1,01-004,Platyrincus platyrhynchos,,,Sub-adult,,66,13,10,,7922-24,,
08/07/2014,SUP,08:30,,0,00-010,Hypocnemis cantator,Male,Plumage,Sub-adult,,54,13,14,,7938-41,No moult,
08/07/2014,SUP,08:30,,0,00-011,Myrmotherula axillaris,Female,Plumage,Adult,,50,7,10,,7925-28,,
08/07/2014,SUP,08:30,,,,Myrmotherula axillaris,Male,Plumage,,,,,,,no photo,,Released
08/07/2014,SUP,08:30,,0A,0A-011,Myrmotherula axillaris,Male,Plumage,Sub-adult,,54,8,11,,7932-37,No Moult,
08/07/2014,SUP,10:15,,3,03-002,Celeus elegans,Female,,Adult,,164,139,26,,7956-7962,,
08/07/2014,SUP,10:15,,,,Hypocnemis cantator,,,,,,,,,no photo,,Escaped
08/07/2014,SUP,10:15,,0,00-012,Glyphorhynchus spirurus,,,,,69,15,11,,7947-49,No moult,
08/07/2014,SUP,10:15,,1A,1A-005,Dendrocincla fuliginosa,,,Sub-adult,,110,44,21,,7942-46,No Moult,
08/07/2014,SUP,12:50,,1A,1A-006,Dendrocincla merula,,,Adult,,98,48,21,,7963-69,no moult,
08/07/2014,SUP,14:00,,1B,1B-016,Dendrocincla fuliginosa,,,Adult,,111,42,30,,7975-77,"wing moult both p5=0.1,both p2=0.7, left p1,2=0.8;  tail moult R1=0.3, heavy body moult.",
08/07/2014,SUP,14:00,,1B,1B-015,Dendrocincla fuliginosa,,,Adult,,113,44,28,,7978-82,,
08/07/2014,SUP,17:30,,1D,1D-002,Formicarius colma,Male,Plumage,,,83,47,,,no photo,,released
08/07/2014,SUP,19:15,,1A,1A-008,Nyctidromus albicollis,Female,Plumage,Adult,,132,43,,,no photo,"moult: P5=0.7, R1=0.1",
09/07/2014,SUP,06:45,,1B,1B-018,Dendrocincla fuliginosa,,,,,103,36,25,,7988-91,Wing LP3=0.9,
09/07/2014,SUP,07:45,,0,00-016,Dixiphia pipra,Male,Plumage,Adult,,66,12,9,,7992-94,"P9,10=0.7",
09/07/2014,SUP,08:45,,1,01-006,Hypocnemis cantator,Female,,Adult,,52,13,12,,7995-97,,
09/07/2014,SUP,09:45,,0,00-018,Hypocnemis cantator,Male,,Adult,,54,13,13,,8006-10,,
09/07/2014,SUP,09:45,,0,00-017,Xenops minutus,,,Sub-adult,,62,10,12,,7998-8001,,
09/07/2014,SUP,09:45,,1B,1B-019,Xiphorhynchus obsoletus,,,,,91,31,20,,8002-05,,
09/07/2014,SUP,11:00,,0,00-021,Glyphorhynchus spirurus,,,,,66,12,10,,8025-27,No moult,
09/07/2014,SUP,11:00,,0,00-019,Dixiphia pipra,Male,,Sub-adult,,62,12,8,,8011-13,No moult,
09/07/2014,SUP,11:00,,1,01-007,Chloroceryle aenea,Female,Plumage,Adult,,60,,26,,8014-17,no molt,released without weight
09/07/2014,SUP,11:00,,1A,1A-009,Xiphorhynchus guttatus,,,,,117,60,34,,8020-24,"Wing moult: LP5=0.6, S1=0.8, Tail moult: LR1=0.4, R3 0.6",
09/07/2014,SUP,11:00,,0,00-020,Glyphorhynchus spirurus,,,,,74,13,11,,8018-19,"Wing moult: LP5=0.6, S1=0.8, Tail moult: R2=0.2",
09/07/2014,SUP,12:30,,1B,1B-021,Myrmeciza ferruginea,Female,,Adult,,68,25,17,,8028-30,No moult,
09/07/2014,SUP,12:30,,1D,1D-003,Dendrocolaptes certhia,,,,,135,69,39,,8031-33,No moult,
09/07/2014,SUP,14:30,,1B,1B-020,Myrmeciza ferruginea,,,Juvenile,,64,23,16,,8034-38,No moult,
09/07/2014,SUP,14:30,,0,00-022,Dixiphia pipra,Male,,Adult,,66,11,89,,8039-41,No moult,
09/07/2014,SUP,16:30,,1B,1B-022,Pithys albifrons,Male,,Adult,,70,21,14,,8045-47,No moult,
09/07/2014,SUP,16:30,,0,00-023,Dixiphia pipra,Male,,Sub-adult,,60,12,9,,8042-44,No moult,
09/07/2014,SUP,17:30,,4,534-77530,Megascops watsonii,,,Adult,,,,,,no photo,,
09/07/2014,SUP,17:30,,1A,1A-010,Nyctidromus albicollis,,,Adult,,144,45,,,no photo,,
09/07/2014,SUP,17:30,,1D,1D-004,Formicarius analis,,,Adult,,91,65,19,,no photo,No moult,
10/07/2014,SUP,09:00,,,-,Phaethornis superciliosus,Unknown,-,Unknown,,,,,,,,
10/07/2014,SUP,10:00,,1B,1B-013,Willisornis poecilinotus,Male,-,Adult,,,,,X,,,Released
10/07/2014,SUP,10:00,,,,Celeus elegans,Female,Plumage,Adult,,162,,27,,8048-52,,
10/07/2014,SUP,11:00,,1B,1B-009,Willisornis poecilinotus,Female,-,Adult,,,,,X,,,Released
10/07/2014,SUP,11:00,,1,01-006,Hypocnemis cantator,Female,-,Adult,,,,,X,,,Released
10/07/2014,SUP,13:30,,0A,0A-014,Glyphorhynchus spirurus,Unknown,,Unknown,,66,14,10,,no photo,,Escaped
10/07/2014,SUP,14:30,,,,Phaethornis superciliosus,Unknown,,Unknown,,,,,,,,Released
10/07/2014,SUP,14:30,,1,01-007,Chloroceryle aenea,Female,,,,,,,X,,,Released
10/07/2014,SUP,14:30,,1D,1D-005,Dendrocolaptes certhia,Unknown,,Sub-adult,,130,75,34,,8056-58,"P10,0.1 P9,0.4 Both R3 0.2",
10/07/2014,SUP,14:30,,0A,0A-015,Myrmotherula axillaris,Female,Plumage,Adult,,50,8,10,,8053-55,,
10/07/2014,SUP,17:30,,1A,1A-011,Formicarius colma,Male,,Sub-adult,,87,48,51,,8059-63,,
10/07/2014,SUP,17:30,,0,00-016,Dixiphia pipra,Male,,Adult,,,,,X,,,Released
11/07/2014,SUP,06:30,,0,00-021,Glyphorhynchus spirurus,,,,,,,,X,,,released
11/07/2014,SUP,06:30,,0,00-006,Isleria guttata,Male,Plumage,Adult,,,,,X,,,released
11/07/2014,SUP,06:30,,0A,0A-017,Epinecrophylla gutturalis,Male,Plumage,Adult,,54,9,13,,8070-72,wing molt p2 0.7,
11/07/2014,SUP,06:30,,1A,1A-012,Myrmornis torquata,Female,Plumage,Adult,,91,45,21,,8064-69,wing molt p4 0.8,
11/07/2014,SUP,06:30,,0A,0A-016,Myrmotherula axillaris,Male,Plumage,Adult,,48,9,11,,,,
11/07/2014,SUP,08:15,,0A,0A-018,Mionectes oleagineus,,,,,57,10,10,,8073-75,,
11/07/2014,SUP,10:15,,,,Isleria guttata,Male,Plumage,Adult,,,,,X,,,released before band read
11/07/2014,SUP,10:15,,0A,0A-019,Myrmotherula axillaris,Female,Plumage,Adult,,50,7,13,,8076-80,r wing molt only,escaped
11/07/2014,SUP,11:15,,1A,1A-013,Formicarius colma,Female,Plumage,,,88,47,17,,8081-84,,
11/07/2014,SUP,14:15,,1A,1A-014,Gymnopithys rufigula,Male,Plumage,Adult,,80,30,16,,8085-87,,
11/07/2014,SUP,14:15,,0,00-021,Glyphorhynchus spirurus,,,,,,,,X,,,released
11/07/2014,SUP,14:15,,0,00-015,Glyphorhynchus spirurus,,,,,,,,X,,,released
11/07/2014,SUP,14:15,,,,Phaethornis superciliosus,,,,,,,,,,,released
11/07/2014,SUP,15:30,,0,00-024,Dixiphia pipra,Male,Plumage,Sub-adult,,66,13,9,,8088-90,"wing,head,tail,back,chest molt; p7 0.6, s3 0.4",
11/07/2014,SUP,18:30,,0A,0A-020,Mionectes macconnelli,,,,,64,12,10,,8091-94,,
11/07/2014,SUP,18:30,,0,00-025,Dixiphia pipra,Male,Plumage,Sub-adult,,63,13,10,,no photo,"head, wing, chest",
12/07/2014,SUP,06:30,,0,00-026,Dixiphia pipra,Female,Plumage,Adult,,67,14,10,,8095-97,"head, chest, back, wing (P7, 0.5, S3, 4, 7) tail",
12/07/2014,SUP,06:30,,1,01-008,Thamnomanes caesius,Female,Plumage,Adult,,71,15,12,,8098-8100,P3-6 (0.8),
12/07/2014,SUP,06:30,,1,01-009,Ceratopipra erythrocephala,Female,Plumage,Adult,,57,12,7,,8101-04,,
12/07/2014,SUP,10:20,,0A,0A-021,Mionectes oleagineus,,,,,57,12,7,,8105-07,,
12/07/2014,SUP,11:00,,,,Chloroceryle inda,,,,,,,,,no photo,,
12/07/2014,SUP,11:00,,0,00-012,Glyphorhynchus spirurus,,,,,,,,X,,,
20/07/2014,TUR,06:30,,0A,0A-022,Isleria guttata,Male,Plumage,Adult,,51,10,13,,8108-10,"tail lost, wing molt: P1- 0.1, S8- 0.2",
20/07/2014,TUR,06:30,,1B,1B-023,Willisornis poecilinotus,Male,Plumage,Adult,,63,17,16,,8111-14,wing molt: P5- 0.6,
20/07/2014,TUR,08:30,,,,Mionectes macconnelli,Unknown,,Unknown,,,,,,no photo,,escaped
20/07/2014,TUR,08:30,,0A,0A-023,Dixiphia pipra,Unknown,,Unknown,,63,10,8,,8115-17,,
20/07/2014,TUR,08:30,,0A,0A-024,Glyphorhynchus spirurus,Unknown,,Unknown,,67,14,12,,8118-19,,
20/07/2014,TUR,08:30,,0A,0A-025,Glyphorhynchus spirurus,Unknown,,Unknown,,67,11,11,,8120-22,Right S1: 0.8,
20/07/2014,TUR,08:30,,0A,0A-026,Dixiphia pipra,Unknown,,Unknown,,65,11,10,,8123-26,,
20/07/2014,TUR,08:30,,0A,0A-027,Dixiphia pipra,Unknown,,Unknown,,60,11,8,,8131-33,,
20/07/2014,TUR,08:30,,1,01-010,Manakin sp.,Unknown,,Unknown,,62,15,10,,8127-30,,
20/07/2014,TUR,10:45,,0,00-027,Dixiphia pipra,Unknown,,Unknown,,60,13,10,,8134-36,,
20/07/2014,TUR,10:45,,0A,0A-028,Isleria guttata,Female,Plumage,Adult,,50,10,13,,8137-40,,"nesting, bare breast"
20/07/2014,TUR,11:45,,1A,1A-015,Hylopezus macularius,Female,Plumage,Adult,,82,44,17,,8141-44,,"nesting, bare breast/observed on nest near net lane"
20/07/2014,TUR,12:45,,0,00-028,Dixiphia pipra,Unknown,,Unknown,,61,10,9,,8145-48,,
20/07/2014,TUR,13:50,,0A,0A-029,Glyphorhynchus spirurus,Unknown,,Unknown,,70,14,10,,,,
20/07/2014,TUR,15:30,,,,Myrmotherula longipennis,Male,Plumage,Adult,,,,,,no photo,,released
20/07/2014,TUR,15:30,,0,00-027,Dixiphia pipra,,,,,,,,X,,,released
20/07/2014,TUR,15:30,,0A,0A-030,Myrmotherula longipennis,Female,Plumage,Adult,,59,8,14,,8149-53,,
20/07/2014,TUR,15:30,,,,Myrmotherula menetriesii,Male,Plumage,Adult,,,,,,,,escaped
20/07/2014,TUR,16:30,,0A,0A-031,Dixiphia pipra,Female,Plumage,Unknown,,62,13,10,,8154-59,"P10- 0.2, P9- 0.5, S4- 0.8, S5- 0.2",
20/07/2014,TUR,16:30,,1,01-011,Pithys albifrons,Unknown,,Unknown,,70,12,14,,8164-67,S2- 0.5,
20/07/2014,TUR,16:30,,0A,0A-032,Myrmotherula longipennis,Unknown,,Unknown,,60,9,13,,8160-63,"P4- 0.7, S1- 0.4, P4- 0.8",
20/07/2014,TUR,17:30,,1,01-013,Xiphorhynchus pardalotus,Unknown,,Unknown,,108,39,30,,8171,,
20/07/2014,TUR,17:30,,0,00-029,Dixiphia pipra,Female,Plumage,Unknown,,63,13,10,,8168,,
20/07/2014,TUR,17:30,,1B,1B-024,Myrmeciza ferruginea,Male,Plumage,Adult,,64,29,20,,8169-70,,
20/07/2014,TUR,17:30,,1B,1B-025,Xiphorhynchus pardalotus,Unknown,,Unknown,,109,42,31,,8172-73,,
20/07/2014,TUR,17:30,,1,01-012,Thamnomanes ardesiacus,Female,Plumage,Unknown,,72,,15,,no photo,"P10- 0.9, P9- 0.9",
21/07/2014,TUR,06:30,,1B,1B-026,Pithys albifrons,Unknown,,Adult,,70,21,12,,8174-76,,
21/07/2014,TUR,07:30,,0A,0A-033,Glyphorhynchus spirurus,Unknown,,Adult,,65,12,10,,8177-80,,
21/07/2014,TUR,08:30,,,,Glyphorhynchus spirurus,Unknown,,Unknown,,,,,,,,escaped
21/07/2014,TUR,09:30,,0A,0A-034,Mionectes oleagineus,Unknown,,Adult,,60,10,9,,8181-84,,
21/07/2014,TUR,10:30,,1,01-014,Thamnomanes ardesiacus,Male,Plumage,Adult,,72,19,15,,8191-93,"P6- 0.7, S1- 0.5",
21/07/2014,TUR,10:30,,1B,1B-027,Xiphorhynchus pardalotus,Unknown,,Adult,,98,36,31,,8188-90,S5- 0.5,
21/07/2014,TUR,10:30,,0A,0A-035,Glyphorhynchus spirurus,Unknown,,Adult,,67,,12,,8185-87,"L: P2, P1, S1- 0.7  R1- 0.1, heavy body&tail molt",
21/07/2014,TUR,10:30,,,,Glyphorhynchus spirurus,Unknown,,Unknown,,,,,,,,escaped
21/07/2014,TUR,11:45,,0A,0A-036,Dixiphia pipra,Male,Plumage,Juvenile,,61,12,10,,8194-96,"P8- 0.5, S1- 0.6, S6- 0.5",
21/07/2014,TUR,11:45,,0A,0A-032,Myrmotherula longipennis,Male,Plumage,Adult,,,,,X,,,released at net
21/07/2014,TUR,11:45,,0A,0A-030,Myrmotherula longipennis,Female,Plumage,Adult,,,,,X,,,released at net
21/07/2014,TUR,12:15,,0A,0A-037,Dixiphia pipra,Unknown,,Unknown,,62,10,9,,8197-99,,
21/07/2014,TUR,13:20,,0A,0A-039,Dixiphia pipra,Unknown,,Unknown,,63,9,10,,8203-05,,
21/07/2014,TUR,13:20,,0A,0A-025,Glyphorhynchus spirurus,,,,,,,,X,,,released at net
21/07/2014,TUR,13:20,,0A,0A-038,Mionectes oleagineus,Unknown,,Unknown,,62,,10,,8200-8202,,
21/07/2014,TUR,14:20,,,,Glyphorhynchus spirurus,,,,,,,,,,,escaped
21/07/2014,TUR,15:30,,0A,0A-040,Myrmotherula menetriesii,Female,Plumage,Adult,,56,9,13,,no photo,,"brood patch, escaped w/o photo"
21/07/2014,TUR,15:30,,1B,1B-024,Myrmeciza ferruginea,Male,Plumage,Adult,,,,,X,,,released at net
21/07/2014,TUR,16:30,,0A,0A-044,Tolmomyias assimilis,Unknown,,Unknown,,62,15,11,,8217-19,,
21/07/2014,TUR,16:30,,0A,0A-041,Myrmotherula longipennis,Male,Plumage,Adult,,58,10,12,,8206-11,,
21/07/2014,TUR,16:30,,0A,0A-043,Tolmomyias assimilis,Unknown,,Unknown,,65,14,10,,8220-23,,
21/07/2014,TUR,16:30,,0A,0A-042,Dixiphia pipra,Unknown,,Unknown,,62,11,11,,8212-16,,
21/07/2014,TUR,17:30,,1,01-014,Thamnomanes ardesiacus,Male,Plumage,Adult,,,,,X,,,released at net
21/07/2014,TUR,17:30,,3B,3B-002,Momotus momota,Unknown,,Unknown,,138,,36,,,,"strongly suspect young, photo w/ meshach"
22/07/2014,TUR,09:30,,0A,0A-045,Dixiphia pipra,Unknown,,Sub-adult,,65,13,10,,8224-27,"P10;P9- 0.5, S4- 0.8",
22/07/2014,TUR,10:30,,2,02-001,Frederickena viridis,Female,Plumage,Adult,,95,,26,,8228-35,,"Brood patch, too heavy for scale"
22/07/2014,TUR,10:30,,0A,0A-046,Dixiphia pipra,Unknown,,Juvenile,,64,12,10,,8236-38,,
22/07/2014,TUR,11:30,,0A,0A-047,Epinecrophylla gutturalis,Male,Plumage,Adult,,22,10,11,,8239-42,"P9- 0.6, P5- 0.6",
22/07/2014,TUR,13:00,,1,01-012,Thamnomanes ardesiacus,Female,Plumage,Adult,,,,,X,,,released at net
22/07/2014,TUR,13:00,,1,01-016,Thamnomanes caesius,Male,Plumage,Sub-adult,,71,17,30,,8254-56,"moderate body molt, no wing/tail molt",
22/07/2014,TUR,13:00,,1A,1A-016,Automolus ochrolaemus,Unknown,,Unknown,,82,33,19,,8246-53,,
22/07/2014,TUR,13:00,,1,01-015,Thamnomanes ardesiacus,Male,Plumage,Adult,,72,20,12,,8243-45,Tail molt: R1- 0.7,
22/07/2014,TUR,14:15,,1,01-017,Thamnomanes caesius,Female,Plumage,Adult,,71,16,14,,8257-59,,
22/07/2014,TUR,14:15,,0A,0A-025,Glyphorhynchus spirurus,,,,,,,,X,,,released at net
22/07/2014,TUR,14:15,,,,Campylopterus largipennis,Unknown,,Adult,,,,,,,,released at net
22/07/2014,TUR,14:15,,0A,0A-025,Glyphorhynchus spirurus,,,,,,,,X,,,released at net
22/07/2014,TUR,15:25,,0A,0A-048,Myrmotherula axillaris,Male,Plumage,Adult,,50,8,10,,8260-66,P1- 0.4,
22/07/2014,TUR,15:25,,0A,0A-049,Ceratopipra erythrocephala,Unknown,,Juvenile,,55,12,9,,8267-69,"S5- 0.6, S6-0.1",
22/07/2014,TUR,16:30,,0A,0A-051,Ceratopipra erythrocephala,Unknown,,Juvenile,,55,11,7,,8270-72,,
22/07/2014,TUR,17:30,,1B,1B-028,Xiphorhynchus pardalotus,Unknown,,Adult,,104,35,31,,8274-78,,
23/07/2014,TUR,06:30,,,,Thalurania furcata,Female,Plumage,Adult,,,,,,,,released
23/07/2014,TUR,07:30,,1B,1B-028,Pithys albifrons,Unknown,,Adult,,75,21,14,,8288-90,,
23/07/2014,TUR,07:30,,1,01-018,Thamnophilus murinus,Female,Plumage,Adult,,62,18,15,,8279-83,,
23/07/2014,TUR,07:30,,0A,0A-051,Dixiphia pipra,Unknown,,Juvenile,,63,13,9,,8284-87,,gape
23/07/2014,TUR,07:30,,,,Thamnophilus murinus,Male,Plumage,Adult,,63,20,16,,,,dead in the net
23/07/2014,TUR,08:45,,,,Phaethornis superciliosus,Unknown,,Adult,,,,,,,,released at net
23/07/2014,TUR,11:15,,0A,0A-052,Glyphorhynchus spirurus,Unknown,,Adult,,71,14,11,,8291-93,R2- 0.8,
23/07/2014,TUR,11:15,,0A,0A-054,Myrmotherula axillaris,Female,Plumage,Unknown,,48,8,11,,8297-99,"P8- 0.2, P7- 0.7, S4- 0.2, some tail molt",
23/07/2014,TUR,11:15,,0A,0A-033,Mionectes macconnelli,Unknown,,Unknown,,66,13,10,,8303-05,,
23/07/2014,TUR,11:15,,0A,0A-056,Myrmotherula longipennis,Unknown,,Unknown,,57,8,13,,8300-02,,
23/07/2014,TUR,11:15,,0A,0A-053,Tunchiornis ochraceiceps,Unknown,,Unknown,,57,10,11,,8294-96,,
23/07/2014,TUR,13:30,,0A,0A-059,Dixiphia pipra,Female,Plumage,Adult,,59,12,8,,8312-14,,
23/07/2014,TUR,13:30,,0A,0A-058,Glyphorhynchus spirurus,Unknown,,Adult,,67,14,10,,8309-11,"P8- 0.9, S5- 0.2, R2- 0.4",
23/07/2014,TUR,13:30,,0A,0A-045,Dixiphia pipra,Unknown,,Unknown,,,,,X,,,released at net
23/07/2014,TUR,13:30,,0A,0A-057,Dixiphia pipra,Female,Plumage,Adult,,53,14,10,,8306-08,,
23/07/2014,TUR,14:30,,0A,0A-060,Glyphorhynchus spirurus,Unknown,,Adult,,72,15,11,,8315-17,"L (R3- 0.4, R4- 0.1)   R (R3- 0.4)",
23/07/2014,TUR,14:30,,,,Gymnopithys rufigula,,,,,,,,,,,released
23/07/2014,TUR,15:35,,0A,0A-061,Dixiphia pipra,Unknown,,Juvenile,,62,13,9,,8318-20,,
23/07/2014,TUR,16:35,,0A,0A-062,Dixiphia pipra,Unknown,,Juvenile,,63,13,9,,8321-23,,
23/07/2014,TUR,17:30,,0A,0A-063,Dixiphia pipra,Unknown,,Juvenile,,,,,,,,
23/07/2014,TUR,17:30,,1B,1B-029,Myrmeciza ferruginea,Female,Plumage,Adult,,62,,,,,,
23/07/2014,TUR,17:30,,1B,1B-031,Gymnopithys rufigula,Male,Plumage,Adult,,73,34,14,,,R (P4- 0.3) L (P2- 0.1),
23/07/2014,TUR,17:30,,1B,1B-030,Pithys albifrons,Unknown,,Adult,,,,,,,,"data not entered at banding time, recap july 24"
23/07/2014,TUR,17:30,,0A,0A-032,Myrmotherula longipennis,,,,,,,,X,,,released at net
23/07/2014,TUR,17:30,,1,01-015,Thamnomanes ardesicaus,Male,Plumage,Adult,,,,,X,,,released at net
23/07/2014,TUR,17:30,,0A,0A-030,Myrmotherula longipennis,,,,,,,,X,,,released at net
23/07/2014,TUR,17:30,,0A,0A-064,Dixiphia pipra,Unknown,,Juvenile,,61,12,9,,,,
24/07/2014,TUR,06:30,,2,02-002,Frederickena viridis,Male,Plumage,Adult,,95,,19,,8332-39,,too heavy to weigh
24/07/2014,TUR,06:30,,1,01-020,Thamnophilus murinus,Female,Plumage,Adult,,60,16,15,,8327-31,,
24/07/2014,TUR,06:30,,,,Glyphorhynchus spirurus,,,,,,,,,,,escaped
24/07/2014,TUR,06:30,,,,Isleria guttata,Female,Plumage,Unknown,,,,,,,,escaped
24/07/2014,TUR,06:30,,1,01-019,Thamnomanes caesius,Male,Plumage,Adult,,69,16,14,,8324-26,wing molt: P3- 0.6,
24/07/2014,TUR,08:30,,4,53477529,Micrastur gilvicollis,Unknown,,Adult,,174,,15,,8340-43,"R (P5- 0.5, S5- 0.7), extensive tail molt",
24/07/2014,TUR,08:30,,1B,1B-032,Pithys albifrons,Unknown,,Adult,,70,26,14,,8344-48,,
24/07/2014,TUR,08:30,,0A,0A-066,Dixiphia pipra,Unknown,,Sub-adult,,62,11,10,,8349-51,,
24/07/2014,TUR,08:30,,0A,0A-065,Dixiphia pipra,Unknown,,Juvenile,,63,11,9,,8352-55,,
24/07/2014,TUR,09:40,,0A,0A-067,Isleria guttata,Female,Plumage,Adult,,50,11,12,,8365-70,,
24/07/2014,TUR,09:40,,3,03-005,Pteroglossus viridis,Female,Plumage,Adult,,115,,66,,8356-60,,
24/07/2014,TUR,09:40,,3,03-004,Pteroglossus viridis,Male,Plumage,Adult,,113,,69,,8361-64,,
24/07/2014,TUR,11:45,,1,01-021,Chloroceryle aenea,Male,Plumage,Adult,,55,14,27,,8381-83,,
24/07/2014,TUR,11:45,,1D,1D-006,Myrmornis torquata,Male,Plumage,Adult,,92,44,20,,8371-73,"L&R wing: P6- 0.7, P1- 0.6",
24/07/2014,TUR,11:45,,2,02-003,Myrmornis torquata,Female,Plumage,Adult,,93,44,21,,8374-80,"R wing (P6- 0.8, P2- 0.1) Lwing (P5- 0.7, P2- 0.1)",
24/07/2014,TUR,12:45,,0A,0A-068,Isleria guttata,Male,Plumage,Adult,,50,9,12,,8384-90,,
24/07/2014,TUR,14:30,,1B,1B-030,Pithys albifrons,,,,,,,,X,,,released at net
24/07/2014,TUR,14:30,,1B,1B-031,Gymnopithys rufigula,,,,,,,,X,,,released at net
24/07/2014,TUR,14:50,,0A,0A-069,Mionectes macconnelli,Unknown,,Unknown,,63,12,12,,8391-93,"P10- 0.5, S3- 0.1",
24/07/2014,TUR,15:30,,,,Thalurania furcata,Female,Plumage,Adult,,,,,,,,released at net
24/07/2014,TUR,15:30,,,,Thalurania furcata,Male,Plumage,Adult,,,,,,,,released at net
24/07/2014,TUR,18:00,,3A,3A-001,Megascops watsonii,Unknown,,Adult,,166,,,,,,from bat nets
25/07/2014,TUR,07:35,,1,01-011,Pithys albifrons,,,Adult,,,,,X,,,Released at nets
25/07/2014,TUR,07:35,,0A,0A-040,Myrmotherula menetriesii,Female,Plumage,Adult,,,,,X,,,Released at nets
25/07/2014,TUR,08:35,,0A,0A-024,Glyphorhynchus spirurus,,,Adult,,,,,X,,,Released at nets
25/07/2014,TUR,08:35,,0A,0A-028,Isleria guttata,Female,Plumage,Adult,,,,,X,,,Released at nets
25/07/2014,TUR,09:40,,0A,0A-070,Myrmotherula menetriesii,Male,Plumage,Adult,,54,9,14,,8394-98,,
25/07/2014,TUR,10:40,,0,00-030,Isleria guttata,Male,Plumage,Adult,,52,11,12,,8402-07,No molt,
25/07/2014,TUR,10:40,,1,01-022,Onycorhynchus coronatus,,,Adult,,72,16,19,,8399-8401,No molt,
25/07/2014,TUR,11:55,,0A,0A-071,Glyphorhynchus spirurus,,,Adult,,71,14,12,,8408-11,No molt,
25/07/2014,TUR,12:50,,0A,0A-072,Tunchiornis ochraceiceps,,,Adult,,55,9,11,,8417-21,No molt,
25/07/2014,TUR,12:50,,0A,0A-073,Xenops minutus,,,Adult,,70,12,12,,8412-16,No molt,
25/07/2014,TUR,13:50,,1,01-010,Manakin sp.,,,,,,,,X,,,Released at net
25/07/2014,TUR,14:30,,0A,0A-022,Isleria guttata,Male,Plumage,Adult,,,,,X,,,
25/07/2014,TUR,14:30,,0A,0A-074,Dixiphia pipra,,,,,64,12,10,,8422-24,"P5:0.4, P4:0.5, S1:0.5",
28/07/2014,ROL,06:30,,0,00-032,Glyphorhynchus spirurus,Unknown,,Adult,,69,14,11,,8435-37,No molt,
28/07/2014,ROL,06:30,,1B,1B-033,Pithys albifrons,Unknown,,Adult,,73,21,13,,8424-28,"P4:0.5, R2:0.2",
28/07/2014,ROL,06:30,,1B,1B-034,Willisornis poecilinotus,Female,,Adult,,64,18,14,,8432-34,No molt,
28/07/2014,ROL,06:30,,0A,0A-075,Tunchiornis ochraceiceps,Unknown,,Adult,,,,,,-,,Released
28/07/2014,ROL,06:30,,0A,0A-076,Dixiphia pipra,Unknown,,Juvenile,,61,12,10,,8438-40,No molt,
28/07/2014,ROL,06:30,,0A,0A-077,Glyphorhynchus spirurus,Unknown,,Adult,,64,12,11,,8448-50,No molt,
28/07/2014,ROL,06:30,,1B,1B-035,Pithys albifrons,Unknown,,Adult,,68,20,12,,8441-44,No molt,
