Date ,Loc,Time,Net,Band size,Band ID,Species,Sex/method,Sexing method,Age,Method.Age.,wing,weight,bill,Recap?,Photo #,Molt,Notes
28/07/2014,ROL,06:30,,1D,1D-007,Turdus albicollis,Unknown,,Adult,,106,47,16,,8445-47,No molt,
28/07/2014,ROL,06:30,,1A,1A-017,Hylopezus macularius,Unknown,,Unknown,,80,38,16,,8451-54,No molt,
28/07/2014,ROL,06:30,,0,00-031,Thamnomanes caesius,Female,,Adult,,68,15,12,,8429-31,No molt,
28/07/2014,ROL,07:30,,,-,Campylopterus largipennis,Unknown,,Adult,,,,,,-,,Released at net
28/07/2014,ROL,08:30,,,-,Phaethornis superciliosus,Unknown,,Unknown,,,,,,-,,Released at net
28/07/2014,ROL,08:30,,0,00-033,Thamnomanes ardesicaus,Female,,Adult,,71,19,16,,8488-90,,Escaped
28/07/2014,ROL,08:30,,0A,0A-080,Myiobius barbatus,Unknown,,Unknown,,72,12,7,,8460-62,No molt,
28/07/2014,ROL,08:30,,0A,0A-082,Isteria guttata,Female,,Adult,,50,13,11,,8466-68,No molt,
28/07/2014,ROL,08:30,,0A,0A-078,Tunchiornis ochraceiceps,Unknown,,Juvenile,,52,8,9,,8455-56,No molt,
28/07/2014,ROL,08:30,,0A,0A-079,Platyrincus platyrhynchos,Unknown,,Sub-adult,,69,13,10,,8457-59,No molt,
28/07/2014,ROL,08:30,,0A,0A-081,Dixiphia pipra,Unknown,,Unknown,,61,13,10,,8463-65,No molt,
28/07/2014,ROL,09:15,,,-,Mionectes macconnelli,Unknown,,Unknown,,,,,,-,,Released at net (tangled)
28/07/2014,ROL,10:10,,,-,Phaethornis superciliosus,Unknown,,Unknown,,,,,,-,,Released at net
28/07/2014,ROL,11:10,,0A,0A-075,Tunchiornis ochraceiceps,Unknown,,Unknown,,,,,X,-,,Released at net
28/07/2014,ROL,11:10,,3A,3A-002,Leptotila rufaxilla,Unknown,,Unknown,,130,,18,,8469-72,No molt,
28/07/2014,ROL,11:10,,,-,Phaethornis superciliosus,Unknown,,Unknown,,,,,,-,,Released at net
28/07/2014,ROL,11:10,,,-,Phaethornis superciliosus,Unknown,,Unknown,,,,,,-,,Released at net
28/07/2014,ROL,11:10,,0A,0A-081,Dixiphia pipra,Unknown,,Unknown,,,,,X,-,No molt,
28/07/2014,ROL,14:30,,0A,0A-085,Dixiphia pipra,Unknown,,Juvenile,,61,11,9,,8473-76,No molt,
28/07/2014,ROL,15:30,,1B,1B-036,Gymnopithys rufigula,Male,,Adult,,71,28,17,,8481-87,No molt,
28/07/2014,ROL,15:30,,0A,0A-083,Ceratopipra erythrocephala,Unknown,,Juvenile,,54,11,7,,8477-80,No molt,
28/07/2014,ROL,17:30,,0,00-033,Thamnomanes ardesicaus,Female,,Adult,,71,19,16,X,-,,
28/07/2014,ROL,17:30,,1,01-023,Thamnomanes ardesicaus,Male,,Adult,,74,20,16,,8491-93,,P2:0.5
29/07/2014,ROL,06:30,,,,Phaethornis superciliosus,Unknown,,Unknown,,,,,,,,Released at net
29/07/2014,ROL,06:30,,1,01-024,Thamnomanes ardesiacus,Female,,Adult,,72,19,15,,8497-99,No molt,
29/07/2014,ROL,06:30,,1B,1B-037,Gymnopithys rufigula,Male,,Adult,,77,26,14,,8500-02,No molt,
29/07/2014,ROL,06:30,,1A,1A-018,Xiphorhynchus guttatus,Unknown,,Unknown,,113,48,32,,8503-07,No molt,
29/07/2014,ROL,06:30,,,-,Phaethornis superciliosus,Unknown,,Unknown,,,,,,-,,Released at net
29/07/2014,ROL,06:30,,,-,Phaethornis superciliosus,Unknown,,Unknown,,,,,,-,,Released at net
29/07/2014,ROL,06:30,,,-,Phaethornis superciliosus,Unknown,,Unknown,,,,,,-,,Released at net
29/07/2014,ROL,06:30,,0A,0A-084,Dixiphia pipra,Unknown,,Sub-adult,,64,12,89,,8494-96,"P-10, P-9: 0.9 ; No molt",
29/07/2014,ROL,07:50,,1A,1A-019,Gymnopithys rufigula,Female,,Adult,,74,32,15,,8508-10,"L(P-6,0.5) R(P-6,0.9)",
29/07/2014,ROL,08:50,,,,Myrmotherula axillaris,Female,,Adult,,,,,X,-,,Released at net
29/07/2014,ROL,08:50,,,,Isteria guttata,Unknown,,Unknown,,,,,,-,,Escaped
29/07/2014,ROL,08:50,,0A,0A-086,Myrmotherula axillaris,Male,,Adult,,50,8,17,,8515-20,"L(P-4 0.1, P-3 0.8) R(P-3 0.2, P-2 0.8)",
29/07/2014,ROL,08:50,,,,Phaethornis superciliosus,Unknown,,Unknown,,,,,,-,,Released at net
29/07/2014,ROL,08:50,,1,01-025,Thamnomanes caesius,Male,,Adult,,70,16,14,,8511-14,No molt,
29/07/2014,ROL,09:30,,,,Phaethornis superciliosus,Unknown,,Unknown,,,,,,-,,Released at net
29/07/2014,ROL,09:50,,1B,1B-037,Gymnopithys rufigula,Male,,Adult,,,,,X,-,,Released at net
29/07/2014,ROL,09:50,,0,00-032,Glyphorhynchus spirurus,,,,,,,,X,-,,Released at net
29/07/2014,ROL,11:00,,,,Thalurania furcata,Male,,Adult,,,,,,-,,Released at net
29/07/2014,ROL,11:00,,,,Phaethornis superciliosus,Unknown,,Unknown,,,,,,-,,Released at net
29/07/2014,ROL,11:00,,0,00-034,Mionectes macconnelli,Unknown,,Unknown,,65,12,11,,8521-23,No molt,
29/07/2014,ROL,12:20,,,,Phaethornis superciliosus,Unknown,,Unknown,,,,,,-,,Released at net
29/07/2014,ROL,14:30,,0A,0A-087,Dixiphia pipra,Unknown,,Juvenile,,64,12,9,,8524-26,No molt,
29/07/2014,ROL,16:45,,0A,0A-088,Ceratopipra erythrocephala,Male,,Adult,,55,12,7,,8527-29,No molt,
29/07/2014,ROL,17:30,,0A,0A-089,Isteria guttata,Male,,Adult,,,,,,no photo,,Released
30/07/2014,ROL,07:30,,0A,0A-084,Dixiphia pipra,,,,,,,,X,-,,
30/07/2014,ROL,10:30,,1B,1B-038,Willisornis poecilinotus,Male,,unknown ,,59,,14,,7655-59,,
30/07/2014,ROL,10:30,,,,Phaethornis superciliosus,,,,,,,,,,,
30/07/2014,ROL,10:30,,1B,1B-034,Willisornis poecilinotus,Female,,Adult,,,,,,,,
30/07/2014,ROL,15:00,,0,00-090,Ceratopipra erythrocephala,Female,,Juvenile,,57,12,7,,7664-69,No molt,
30/07/2014,ROL,16:30,,0A,0A-091,Mionectes macconnelli,,,Adult,,62,11,9,,7670-74,,
30/07/2014,ROL,17:30,,0A,0A-077,Glyphorhynchus spirurus,,,,,,,,X,,,
30/07/2014,ROL,17:30,,0A,0A-092,Epinecrophylla gutturalis,,,Adult,,,,,,,,
04/08/2014,SAN,15:30,,1B,1B-043,Willisornis poecilinotus,Male,,Adult,,67,17,15,,8121-23,"p10 0.2, p1 0.7, s3 0.1",
04/08/2014,SAN,16:30,,1,01-027,Chloroceryle aenea,,,,,,,,X,,,
04/08/2014,SAN,,,0A,0A-114,Dixiphia pipra,Male,,Sub-adult,,64,11,8,,8054-61,no molt,
04/08/2014,SAN,12:00,,0A,0A-116,Mionectes macconnelli,,,Adult,,64,12,10,,8080-87,heavy tail molt,
04/08/2014,SAN,12:00,,0A,0A-117,Mionectes macconnelli,,,Adult,,64,12,9,,8088-90,,
04/08/2014,SAN,15:30,,0,00-036,Mionectes macconnelli,,,Adult,,63,11,9,,8124-26,,
04/08/2014,SAN,11:00,,0A,0A-115,Dixiphia pipra,Male,,Adult,,64,11,10,,8059-63,no molt,
04/08/2014,SAN,15:30,,0,00-037,Mionectes macconnelli,,,Adult,,62,11,9,,8118-8120,,
04/08/2014,SAN,15:30,,0,00-038,Glyphorhynchus spirurus,Male,,Adult,,67,13,10,,8115-17,,
04/08/2014,SAN,15:30,,1,01-027,Chloroceryle aenea,,,,,,,,X,,,
04/08/2014,SAN,09:00,,0A,0A-112,Myrmotherula axillaris,Female,,Adult,,49,9,12,,7996-98,no molt,
04/08/2014,SAN,13:15,,1,01-029,Thamnomanes caesius,Male,,Adult,,70,26,12,,8102-04,,
04/08/2014,SAN,07:00,,1B,1B-040,Gymnopithys rufigula,Female,,Adult,,69,31,14,,7962-64,"p10 0.9, p4 0.1",
04/08/2014,SAN,09:00,,1B,1B-042,Galbula albirostris,Male,,Adult,,71,19,32,,8002-04,p7 0.9,
04/08/2014,SAN,07:00,,1A,1A-022,Gymnopithys rufigula,Male,,Adult,,8,27,15,,7859-61,"p7 0.3,  s1 0.9, s70.1",
04/08/2014,SAN,09:00,,1B,1B-041,Willisornis poecilinotus,Male,,Adult,,61,35,12,,7988,no molt,released (fatigued)
04/08/2014,SAN,07:00,,1,01-027,Chloroceryle aenea,Male,,Adult,,56,14,26,,,no molt,released
04/08/2014,SAN,07:00,,0A,0A-109,Dixiphia pipra,,,Juvenile,,61,5,7,,7950-52,no molt,
04/08/2014,SAN,07:00,,0A,0A-110,Epinecrophylla gutturalis,,,Adult,,51,9,10,,7956-58,no molt,
04/08/2014,SAN,07:00,,2,02-004,Bucco capensis,,,Adult,,34,54,23,,1931-33,"p2 0.8, s9 0.8",
04/08/2014,SAN,09:00,,0A,0A-111,Isleria guttata,Male,,Adult,,50,11,11,,7993-95,no molt,
04/08/2014,SAN,09:00,,0A,0A-113,Isleria guttata,Female,,Adult,,52,10,14,,7999-8001,"p6 0.3, s1 0.9",
04/08/2014,SAN,09:00,,1,01-028,Chloroceryle aenea,,,Juvenile,,55,14,26,,7989-92,no molt,
04/08/2014,SAN,07:00,,0A,0A-108,Glyphorhynchus spirurus,,,Adult,,68,16,10,,7985-87,no molt,
05/08/2014,SAN,10:00,,1B,1B-044,Chloroceryle aenea,Male,,Adult,,54,16,26,,8181-84,no molt,
05/08/2014,SAN,11:00,,0A,0A-118,Myrmotherula axillaris,Female,,Adult,,73,10,12,,,p6 0.5,
05/08/2014,SAN,11:00,,0A,0A-119,Glyphorhynchus spirurus,,,Adult,,49,14,11,,,p7 0.9,
05/08/2014,SAN,15:15,,,,Thamnomanes caesius,Male,,Adult,,,,,,,,Escaped from net
05/08/2014,SAN,15:15,,1,01-030,Thamnomanes ardesiacus,Male,,Adult,,73,17,19,,8196-98,"p6 0.3, s1 0.8, heavy tail molt",
05/08/2014,SAN,15:15,,1,01-031,Thamnomanes ardesiacus,Female,,Adult,,73,19,14,,8192-95,L(p3 0.9) R(p2 0.9),
05/08/2014,SAN,17:30,,1,01-032,Thamnomanes caesius,Male,,Adult,,,,,,,,Released
05/08/2014,SAN,17:30,,1,01-029,Willisornis poecilinotus,Male,,Adult,,,,,,,,Released
06/08/2014,SAN,06:30,,1B,1B-046,Myrmeciza ferruginea,Female,,Adult,,65,27,18,,8234-36,"R(p10 0.1, p2 0.9) L(p10 0.1 p3 0.1) Hvy Tail mlt",
06/08/2014,SAN,06:30,,1,01-024,Thamnomanes caesius,Female,,Adult,,77,18,13,,8265-67,no molt,
06/08/2014,SAN,06:30,,0A,0A-120,Glyphorhynchus spirurus,,,Adult,,70,15,9,,8257-59,"p10 0.7, p9 0.3, s2 0.4",
06/08/2014,SAN,06:30,,1,01-023,Thamnomanes caesius,Male,,Adult,,67,15,13,,8260-64,no molt,
06/08/2014,SAN,06:30,,1B,1B-045,Pithys albifrons,,,Adult,,70,19,12,,8254-56,"p1 0.1, s1 0.7",
06/08/2014,SAN,06:30,,0A,0A-113,Isleria guttata,Female,,Adult,,,,,X,,,
06/08/2014,SAN,07:45,,0,00-040,Hypocnemoides melanopogon,Female,,Adult,,60,12,19,,8300-02,"R(p4 0.5,s1 0.8)L(p8 0.4, p4 0.6, s1 0.2) Hy T mlt",
06/08/2014,SAN,07:45,,0A,0A-108,Glyphorhynchus spirurus,,,,,,,,X,,,
06/08/2014,SAN,07:45,,0,00-039,Hypocnemoides melanopogon,Male,,Adult,,66,13,19,,8288-90,"Rp4 0.5, p3 0.2 Lp3 0.1,p2 0.5,p1 0.5,s7 .5,s8 .7",review id
06/08/2014,SAN,07:45,,1,01-035,Willisornis poecilinotus,Male,,Adult,,64,17,14,,8281-83,p2 0.3,
06/08/2014,SAN,08:45,,0,00-038,Glyphorhynchus spirurus,,,,,,,,X,,,
06/08/2014,SAN,08:45,,0A,0A-121,Ramphotrigon ruficauda,,,Juvenile,,57,12,10,,8313-15,no molt,review id
06/08/2014,SAN,10:50,,0A,0A-122,Dixiphia pipra,Male,,Sub-adult,,64,10,8,,8326-28,no molt,
06/08/2014,SAN,16:30,,1B,1B-047,Thamnophilus murinus,Female,,Adult,,64,20,15,,833-56, r3 0.8,review id
06/08/2014,SAN,16:30,,0A,0A-119,Glyphorhynchus spirurus,,,,,,,,X,,,
06/08/2014,SAN,16:30,,0A,0A-123,Dixiphia pipra,Female,,Juvenile,,65,11,9,,8357-59,no molt,
06/08/2014,SAN,17:30,,1B,1B-048,Xiphorhynchus pardalotus,,,Adult,,,39,,,8362-70,,review id
07/08/2014,SAN,06:45,,1B,1B-050,Pithys albifrons,,,Adult,,73,20,12,,8376-78,s4 0.5,
07/08/2014,SAN,06:45,,0,00-041,Hypocnemoides melanopogon,Female,,Adult,,60,13,13,,8371-75,,
07/08/2014,SAN,06:45,,1D,1D-010,Phoenicercus carnifex,Male,,Adult,,91,72,10,,8382-84,"p10 p9 0.9 p7 0.7, p6 0.8",
07/08/2014,SAN,06:45,,1B,1B-049,Pithys albifrons,,,Adult,,,,,,,,escaped
07/08/2014,SAN,06:45,,1B,1B-051,Pithys albifrons,,,Adult,,70,22,12,,8379-81,p2 0.7 r5 0.6,
07/08/2014,SAN,07:45,,,,Campylopterus largipennis,,,Adult,,,,,,,,
07/08/2014,SAN,07:45,,1A,1A-023,Cyanocompsa cyanoides,Male,,Adult,,88,25,15,,8485-87,,
07/08/2014,SAN,07:45,,3B,3B-004,Hylexetastes perrotii,,,Adult,,135,,35,,8517-20,,too heavy for scales
07/08/2014,SAN,07:45,,0A,0A-199,Glyphorhynchus spirurus,,,Adult,,69,14,10,,8455-57,,
07/08/2014,SAN,07:45,,1B,1B-052,Formicarius colma,Male,,Adult,,84,47,15,,8507-09,,
07/08/2014,SAN,07:45,,1,01-036,Chloroceryle aenea,,,Juvenile,,51,10,23,,8489-91,,
07/08/2014,SAN,07:45,,3B,3B-003,Hylexetastes perrotii,,,Adult,,131,,35,,8461-64,p2 0.5,
07/08/2014,SAN,07:45,,1B,1B-054,Dendrocincla fuliginosa,,,Adult,,103,40,22,,8449-51,,
07/08/2014,SAN,07:45,,1B,1B-053,Xiphorhynchus pardalotus,,,Adult,,106,39,29,,8452-54,,
07/08/2014,SAN,10:00,,0,00-039,Hypocnemoides melanopogon,Male,,Adult,,,,,,,,
07/08/2014,SAN,10:00,,1D,1D-011,Dendrocolaptes picumnus,,,Adult,,137,71,40,,8547-52,,Review Id
07/08/2014,SAN,11:00,,0,00-040,Hypocnemoides melanopogon,Female,,Adult,,,,,X,,,
07/08/2014,SAN,11:00,,1B,1B-055,Dendrocincla fuliginosa,,,Adult,,104,44,28,,8585-87,p7 0.5 s2 0.8 s6 0.8 r2 0.7,
07/08/2014,SAN,11:00,,1B,1B-056,Dendrocincla fuliginosa,,,Adult,,100,35,25,,8576-78,p3 0.8,
07/08/2014,SAN,11:00,,1B,1B-057,Dendrocincla fuliginosa,,,Adult,,111,43,26,,8579-81,r4 0.5 s4 0.9 s5 0.2,
07/08/2014,SAN,11:00,,,,Threnetes leucurus,Female,,Adult,,,,,,,,101-1503-10
07/08/2014,SAN,11:00,,0,00-037,Mionectes macconnelli,,,,,,,,X,,,
07/08/2014,SAN,11:00,,0A,0A-124,Glyphorhynchus spirurus,,,Adult,,70,14,9,,8582-84,,
07/08/2014,SAN,15:30,,1B,1B-058,Willisornis poecilinotus,Female,,Adult,,64,18,14,,8591-99,,
07/08/2014,SAN,16:30,,1,01-037,Thamnomanes ardesiacus,Male,,Adult,,70,18,15,,8601-03,p10 0.8 p1 0.9 s2 0.9,
07/08/2014,SAN,17:30,,1B,1B-059,Thamnomanes caesius,Male,,Adult,,,,,,,,
07/08/2014,SAN,,,1B,1B-043,Willisornis poecilinotus,,,,,,,,,,s4 0.8 heavy tail molt,
07/08/2014,SAN,,,0,00-038,Glyphorhynchus spirurus,,,,,,,,,,,
